phrase|label
Why is Jane Goodall famous \?|5
What is the chemical reactivity of helium \?|43
The name of the actor who played the detective in the film Kindergarden Cop is what \?|30
What is main reason for that electric vehicles can 't be popular nowadays \?|5
What is the difference between optical and digital video \?|3
What clause in the U S Constitution may not be changed , altered or amended \?|3
What 's new in the postal world in 1999 \?|3
What actor came to dinner in Guess Who 's Coming to Dinner \?|30
What is the difference between the anus and the rectum \?|3
What is a Guild \?|2
What is the difference between college and graduate school \?|3
How do I change a file from an ART file to a JPEG or Bitmap file \?|4
What is Franz Kafka 's short story `` A Country Doctor '' trying to tell us \?|3
What engineer invented the pull tab can \?|30
What South American capital is the world 's highest \?|32
What are the lyrics to the Star Spangled Banner \?|3
Name a civil war battlefield|35
When do you plant winter wheat \?|39
What will a compass do in outer space \?|3
How many counties are in Indiana \?|38
Which college did Dikembe Mutombo attend \?|29
Who was the first actress to appear on a postage stamp \?|30
Who was the first black woman to star in the Folies Bergeres \?|30
What Aesop 's fable has the moral `` The race is not always to the swift Slow and steady is bound to win '' \?|9
What famed strip of land is a 15 minute boat trip across the Venetian Lagoon from Venice \?|35
How is water treated to make it safe to drink \?|4
What is a hydrogen bond \?|2
What is the exchange rate between England and the U S \?|41
What does a woman want \?|17
What is the protection rate of using condoms \?|43
What 's the abbreviation for limited partnership \?|0
Which continent has the most roses \?|35
What Russian novel embracing more the 5 characters is set in the Napoleonic Wars \?|9
How do you write a correct critical analysis of a poem \?|4
How do I check if my modem is v 9 compatible \?|4
What is your favorite color \?|8
What is the longest chemical name , consisting of 35 letters \?|17
How many corners does a spritsail have \?|38
What bottled up TV character was born in Baghdad \?|30
What is a multiplexer \?|2
What credit card features a centurion on its face \?|17
What are the four largest mountain ranges on the Asian continent \?|34
What are the Poconos \?|2
What does caliente mean , in English \?|2
What is Jane Goodall famous for \?|5
What is the mission of Nike \?|12
What is thalassemia \?|2
How far can you see \?|40
What nuclear powered Russian submarine sank in the Norwegian Sea on April 7 , 1989 \?|26
Why can 't you taste anything when you have a cold \?|5
Where in the Bible does it tell about Jesus Christ 's brothers and sisters \?|35
What country boasts the southernmost point in continental Europe \?|33
When did Nostradamus believe World War III would begin \?|39
What is so powerful about Power Bars \?|3
What do the Japanese call Japan \?|25
What country was Brian Boru an 11th century king of \?|33
What happens when a body part falls asleep \?|3
What English word has the most letters \?|27
What film ends with the line `` This is Mrs Norman Maine '' \?|9
Who asked the musical question `` Have you ever been to electric lady land \? ''|30
Who wrote `` Poems are made by fools like me but only God can make a tree '' \?|30
What is June 's birthstone \?|2
Where did the 6th annual meeting of Indonesia Malaysia forest experts take place \?|35
Why do we ask for the `` check '' and not the bill at a restaurant \?|5
Who played the part of the Godfather in the movie , ` The Godfather ' \?|30
When was London 's Docklands Light Railway constructed \?|39
Who invented the Wonderbra \?|30
What is the origin of the proverb `` A stitch in time saves nine '' \?|3
What state capital comes last alphabetically \?|32
Why is Thanksgiving on a Thursday \?|5
How do telephones work \?|4
What 's the main vegetable in vichyssoise \?|13
How long did the Charles Manson murder trial last \?|45
Who owns the St Louis Rams \?|30
Where is former Pro wrestler Johnny `` Rubber Man '' Walker \?|35
What beer tells us , `` Grab all the gusto you can get '' \?|13
What is the geographical center of the US including Alaska and Hawaii \?|35
Which side of the face do most artists tend to show more of in self portraits \?|17
What is diabetes \?|2
What phenomenon would you expect to read about in the monthly publication The Bigfoot News \?|12
When do MORMONS believe Christ was born \?|39
In what year was actress Joan Collins born \?|39
What is a fear of punishment \?|11
What is average salary of restaurant manager in United States \?|41
What comic strip sometimes features a mailman named Beasley \?|9
What device provided a new way to listen to music in 1963 \?|17
What will a kid eat the middle of , and save the chocolate on the outside for last \?|13
On average , how long time does it take to type a screenplay \?|45
What does the abbreviation IOC stand for \?|1
What 's a short ton \?|2
How long do cardinal eggs incubate \?|45
What two body parts grow all your life \?|7
What Texas surgeon performed the first artificial heart transplant \?|30
What country has the port of Haifa \?|33
What is the main ingredient of yogurt \?|22
What is the recipe for Eggs Benedict \?|13
What is the address for the main government office in Rome , Italy \?|35
What 's the largest U S agricultural crop by weight \?|13
What is the electronic device used to produce visual displays corresponding to electric signals \?|17
What is goldenseal \?|2
Who made the most appearances in the center square on Hollywood Squares \?|30
What is the Lost Colony \?|2
What is the chemical composition of a Barbie \?|22
How many of every 10 members of the Rodeo Cowboys Association have never worked a ranch \?|38
What store claims to be the world 's largest department store \?|29
What is the lens behind the iris in the eye called \?|25
What is Tetrinet \?|2
What `` marvelous '' major league baseball player is now a spokesman for a beer company \?|30
What is the longest English word that can be formed using just the first row of letters on a typewriter \?|27
What is Chiricahua the name of \?|25
What 's the green variety of beryl called \?|25
What was the name of Captain Bligh 's ship \?|26
Which is heavier cream or milk \?|13
Who said `` the only thing we have to fear is fear itself '' \?|30
Where is Romania located \?|35
How many films are made by the major studios in a year \?|38
How many small businesses are there in the U S|38
What age is Benny Carter \?|45
How do you clean an LCD monitor screen \?|4
What city did the Mormons establish as their headquarters in 1847 \?|32
What is amezaiku \?|2
What two countries are linked by the Brenner Pass \?|33
What new games are available for Nintendo 64 \?|21
Mississippi has what name for a state nickname \?|36
What is the predominant color of the Tab label \?|8
What U S city was named for St Francis of Assisi \?|32
How many megawatts will the power project in Indonesia , built by a consortium headed by Mission Energy of US , produce \?|38
What is the definition of `` chancery '' file in real estate \?|2
Who is the sexiest women in the world \?|30
What day is known as the `` national day of prayer '' \?|39
Where can I get a photograph of professor Randolph Quirk \?|35
Who was the supreme god of Germanic religion \?|30
How do you handle a hungry man \?|4
Who 's played the most games for the New York Yankees \?|30
What TV character said `` One of these days , Alice , pow , right in the kisser '' \?|30
What is the name of the Indian who became prime minister by beating Mrs Gandhi in the 1977 election \?|30
What are the conjugations of wake and woke \?|27
What Chilean president was killed in a 1973 coup d 'etat \?|30
Name the first Russian astronaut to do a spacewalk|30
Why do eyes sometimes look red in photographs \?|5
What are John C Calhoun and Henry Clay known as \?|25
What are the first names of the famous husband and wife acting team of Lunt and Fontanne \?|30
What are some good exercises for kids to do \?|21
How many real fruit juices are there in a can of Hawaiian Punch \?|38
What is the abbreviation of the National Bureau of Investigation \?|0
What is the principal river of Ireland \?|35
What lake is the source of the White Nile \?|35
Garry Kasparov plays what game \?|21
How much does a poodle weigh \?|49
What is Zionism \?|2
What cable network bills itself as `` the family entertainer '' \?|29
How many points are there on a Backgammon board \?|38
What have you not let a tennis ball do if you volley \?|3
Which comic book was not spawned directly from the pulp magazines \?|9
What product is for kids , and not for silly rabbits \?|19
What else has the swastika stood for \?|2
Why do people get goosebumps when they have something emotional happen to them , like when they hear a beautiful piece of music , or see something beautiful , or get aroused by someone they love \?|5
How many frames does a disk camera shoot \?|38
What are the 7 Wonders of the World \?|17
When did Theo Rousseau paint the `` Forest of Fontaine '' \?|39
How many people have been Captain America \?|38
What is meant by the term `` yield to maturity '' in reference to bonds \?|2
What became the biggest cash crop in the U S in 1983 , surpassing corn \?|13
How did the war of 1812 affect Delaware \?|4
Where is the human skin least sensitive \?|7
What President was meant for , but never placed in , the empty crypt beneath the capital 's rotunda \?|30
What is the biggest `` thing '' humans have made \?|17
What are all the rivers in Europe \?|35
Who won the Superbowl in \?|30
What five cards make up a perfect Cribbage hand \?|17
In what year was Gandhi assassinated \?|39
What is the time it takes a typist to type a screenplay that is 100 pages long \?|45
What is the full classification of a lady bug \?|6
What Hungarian cardinal was first a state prisoner and then a refugee in the U S embassy 1956 1971 \?|30
How many pairs of wings does a tsetse fly have \?|38
What was the name of the peace agreement imposed on Germany after World War I \?|17
What 's the fifth largest country in the world \?|33
How do you box train a cat \?|4
How was Teddy Roosevelt related to FDR \?|4
What newspaper serves Salt Lake City \?|9
The film `` Jaws '' was made in what year \?|39
How does lightning travel \?|4
What spice do chefs pay the most for \?|13
Who directed Citizen Kane \?|30
What is troilism \?|2
What was the sister ship of the Olympic \?|26
What is the nickname of the famous flyer who mistakenly flew to Ireland instead of to Los Angeles \?|30
What is HTML \?|1
How do you identify prime numbers \?|4
Whose special bear 's creator was born on January 18 , 1779 \?|30
What high school does Archie attend \?|29
What animal migrates the farthest \?|6
What film was based on the play Everybody Comes to Rick 's \?|9
Why do we call someone `` honey '' \?|5
Madonna hocks which soft drink \?|13
What television network flogged its sports programming on Inga Nielsen 's body in 197 \?|29
In what country is Lund \?|33
What 's the sequel to Alice 's Adventures in Wonderland \?|9
What is the capital of Seattle \?|32
What Italian leader had a lifelong fear of the evil eye \?|30
What city in Florida is Sea World in \?|32
Who said `` What contemptible scoundrel stole the cork from my lunch \? ''|30
What 's a water funnel \?|2
What is a fear of worms \?|11
What is a Chinese `` spouting '' bowl \?|2
What does an emperor do \?|3
What president kissed the Queen Mother on the lips \?|30
Where does the tennis star Stefan Edberg come from \?|35
What continent pushes up the Executive Committee mountain range \?|35
How do they raise the cranes when building high rise buildings \?|4
What was Al Capone finally imprisoned for , in 1931 \?|5
What food can I use to catch a possum \?|13
What was Al Capone 's nickname \?|30
Who was the author of the famous fairy tale `` Snow White and Seven Dwarfs '' \?|30
What is the largest city in Germany \?|32
What is a fear of cholera \?|11
What park contains Firehole River and Fairy Falls \?|35
What 's the largest island in the West Indies \?|35
What New England state carries the telephone area code 27 \?|36
What is an example of a natural acid base indicator \?|17
In what county is Eckley Colorado \?|35
How do I find info about rice importers in the world \?|4
How much does it cost to have a tree planted by dialing , 900 , 740 TREE \?|41
What is the song Stairway to Heaven by Led Zeppelin about \?|3
How does hair curl \?|4
What are pushed and coupled in hump yards \?|17
How long do hermit crabs live \?|45
What city hosted the first Winter Olympics in Asia \?|32
What is the origin of the first name ` Breony ' \?|3
What month were you born in if your birthstone is sardonyx \?|39
Who is behind the name of the Harvey Wallbanger drink \?|30
What is the origin of `` Beauty is in the eye of the beholder '' \?|3
What soft drink not only has its own video game , but was featured in its own Marvel comic book \?|13
What oldtime kids ' fare did TV Guide writer Jeff Greenfield call `` one of the most subversive TV shows in American history '' \?|9
Madonna advertises for what soft drink \?|13
What does A W of root beer fame stand for \?|1
What tennis term is said to come from the French word for egg \?|25
What does a collier mine \?|17
How much money can a person be fined for having a dog on a beach \?|41
What desert country borders Saudi Arabia , Iraq and the Persian Gulf \?|33
What are the ages in comic book lingo \?|12
What kinds of animals are in Cambodia \?|6
What South African producer had a 1988 profit of 836 million \?|29
What American actress was the first to be called a `` vamp '' \?|30
What do the 12 days of Christmas mean \?|2
What John Steinbeck novel portrays the Joad family , driven from the Oklahoma dustbowl \?|9
What date did man first land on the moon \?|39
Where are the headquarters of Eli Lilly \?|35
How many web servers are there \?|38
What 's the last line of Dickens 's A Christmas Carol \?|3
How many trees go into paper making in a year \?|38
Where can I find info on research being done on oilseeds thru genetics \?|35
How come light bulbs go out \?|5
For what reason did the Shea Gould law firm close their L A office \?|5
How far out is the universe \?|40
What is the difference between a bottle and a jar \?|3
What disease is the second biggest killer of North Americans \?|11
Where did the Mayan Indians live \?|35
Where was Poe born \?|35
What happens to the female body with lack of sleep and food \?|3
What is a fear of crystals or glass \?|11
Name a product that controls the ripening of apples|19
How many warmup pitches does a reliever get coming into a baseball game \?|38
Where did Dylan Thomas die \?|35
What common livestock have the greatest variety of breeds \?|6
What film had Bette Davis creating a scandal by wearing a daring red gown to a society ball \?|9
What disease did August von Wassermann develop a specific test for in 196 \?|11
What card company sells Christmas ornaments \?|29
How do I find out what cities are in a certain area code \?|4
What can communications satellites offer yachts \?|17
How many Fig Newtons are there to the pound \?|38
Who is the premier of China \?|30
What cigar chewing comedian observed `` You 're only as old as the woman you feel '' \?|30
How many bones are there in the human hand \?|38
What bread company used to feature stickers of the Cisco Kid on the ends of their packages \?|29
Who was the president of Vichy France \?|30
Whose kidnaping was termed The Crime of the Century \?|30
What is hydrogen \?|2
What group asked the musical question Do You Believe in Magic \?|29
What was the tallest building in America in 1922 \?|35
What buxom blonde appeared on the cover of more than 5 magazines \?|30
What is recruitment interview technique \?|2
How does a hurricane form \?|4
What does the donation process entail \?|2
How far is it from Phoenix to Blythe \?|40
What New Hampshire hamlet rises early to vote first in U S presidential elections \?|32
How many people watch network television \?|38
What garment was named for Bradley , Voorhees and Day \?|19
Who first broke the sound barrier \?|30
How do birds have sex \?|4
How many horses are there on a polo team \?|38
What 's destroyed in Genesis 19 24 \?|17
What new year is celebrated on February 16th \?|12
What is Occam 's Razor \?|2
Where do the Grimace and Mayor McCheese live \?|35
How long does it take to hike the entire Appalachian Trail \?|45
What role do fruits play in the survival of plants \?|30
Where is the world championship sled dog race held each February \?|35
What are the medical purposes of `` clitoridectomy '' \?|5
How is thalassemia defined \?|2
What 's the name of the Tampa newspaper \?|9
What is a storm surge \?|2
How do you use `` farther '' as opposed to `` further '' \?|4
What was the alternate to VHS \?|17
What is one of the languages of the Sioux \?|15
What Pulitzer Prize winning novelist ran for mayor of New York City \?|30
How many times can a nickel cadmium rechargeable battery be recharged \?|38
How is cologne made \?|4
What was the food of the Greek gods called \?|13
What does camera ready art mean \?|2
How many seats does the Batmobile sport \?|38
How many cards are dealt to each player in Gin Rummy \?|38
What happened to Phillip Taylor Kramer \?|3
What Erica Jong novel deals with Isadora Wing 's fear \?|9
What time of year do most people fly \?|39
Who was Scrooge 's dead partner in Dickens 's A Christmas Carol \?|30
What is the origin of the Christmas tree \?|3
When is the Thai New Year \?|39
What four tournaments make up tennis ' Grand Slam \?|21
What 1964 film introduced the song My Kind of Town \?|9
Who recorded the 1957 hit Tammy \?|30
What is the term for the side of the mountain that faces the prevailing winds \?|25
In Kafka 's Metamorphosis , the hero awakes one morning to find himself turned into what \?|17
What does caliente translate to in English \?|25
Who is Mia Farrow 's mother \?|30
How do you determine if a computer monitor has an SVGA adapter \?|4
How far can a human eye see \?|40
What time of year has the most air travel \?|39
What does the term `` spaghetti western '' mean \?|2
When was the G7 group of nations formed \?|39
What are differences between 1980 and 1990 \?|3
What baseball player was walked the most times \?|30
What famous male vocalist has the same name as the composer of the opera Hansel and Gretel \?|30
What were the first frozen foods \?|13
Why is Indiglo called Indiglo \?|5
What is the word for love of pain or abuse \?|27
When did they canonize the Bible \?|39
Who was the only president to serve two nonconsecutive terms \?|30
What percentage of all world tornados touch down in the US \?|44
What labor leader was last seen in the parking lot of a Michigan restaurant \?|30
When did the Carolingian period begin \?|39
What motto ended Merrie Melodies cartoons \?|3
Who reports the weather on the `` Good Morning America '' television show \?|30
How many emperors were there in the Roman Empire \?|38
What was the name of `` The Muppets '' creator \?|30
What is Cabarnet Sauvignon \?|2
What 's the name of the tiger that advertises for Frosted Flakes cereal \?|6
Who sent the brief message `` I came , I saw , I conquered '' \?|30
What color is Mr Spock 's blood \?|8
What U S Air Force general led the first bombing raid over Tokyo \?|30
What U S vice president said `` Some newspapers dispose of their garbage by printing it '' \?|30
What was the name of the first Watergate special prosecutor , later fired by Nixon \?|30
How do movie blues screens work \?|4
How does the speed the magnet spins in a generator affect the output of the generator \?|4
What 's the supreme policy making bureau of the Soviet Communist Party \?|29
What was the Vietnam War \?|2
What is La Nina \?|2
Why did the Globe Theatre burn down \?|5
On what day were John F and Jackie Kennedy married \?|39
What was the non fiction best seller of 1952 , 1953 and 1954 \?|9
What is meant by blood SED rate \?|2
Who are the nomadic hunting and gathering tribe of the Kalahari Desert in Africa \?|29
Who won a Pulitzer Prize for his novel The Caine Mutiny \?|30
What 's the best way to lose the flab under your chin and around your face \?|24
Where is your corpus callosum \?|35
What Broadway musical featured the song , `` If I were a rich man \? ''|9
Who portrayed Sherlock Holmes in 14 films between 1939 and 1946 \?|30
Why is the development of space so important \?|5
What is the nursery rhyme Rock a by Baby about \?|3
When Superman needs to get away from it all , where does he go \?|35
How old is singer Freedy Johnston \?|45
What is the origin of gametophytic tissue \?|3
What does Aaron mean \?|2
What is a fear of hair \?|11
What is the name of the pop singer whose song became the theme song for a brand of catsup \?|30
What is a conifer \?|2
Who claimed to be the world 's most perfectly developed man \?|30
What is different about the red and black fox \?|3
How do I tie a tie \?|4
Where can I get cotton textiles importer details \?|35
When did Spain and Korea start ambassadorial relations \?|39
What kind of people took part in Shays ' Rebellion in Massachusetts in 1787 \?|29
What is chromatology \?|2
How many grooves are on a dime 's edge \?|38
How was the ACLU formed \?|4
What are the most albums sold by one artist or band \?|9
The second most popular sport worldwide is what \?|21
What do goldfish lose if kept in dimly lit or running water \?|17
What canal does the Thatcher Ferry Bridge span \?|35
What American won the world Grand Prix driving championship in 1978 \?|30
What are the chances of pregnacy if the penis does not penetrate the vagina \?|44
What 's the highest hand in straight poker \?|17
Where can I find a lesson plan for teaching the metric system conversion to American standard \?|35
What is the name of Kevin Costner 's movie about Sioux Indians \?|9
What are Kythnos , Siphnos , Seriphos and Mykonos \?|2
Name a female figure skater|30
Why are there no white lines on pro footballs \?|5
How long would it take for a savings bond to mature \?|45
How is Abigail Arcane related to the villainous opponent of the Swamp Thing \?|4
What did the Congress of Vienna establish \?|17
What harmful chemicals are in bug spray \?|22
How many spears are there on Kenya 's flag \?|38
What did Mighty Mouse always sing as he went into action \?|3
Where did George of the Jungle live \?|35
How did Bob Marley die \?|4
What 's men 's par on a 455 yard golf hole \?|43
What percentage of American men are alcoholic \?|44
Dialing , 900 , 740 TREE to have a tree planted will cost how much \?|41
In South Korea , how many American Soldiers are there \?|38
Who portrayed Carl Bernstein in All the President 's Men \?|30
What are the numbers that fit into Fermont 's last theorem \?|43
Who was Tiny Tim 's father \?|30
What does a heliologist study \?|17
Who was Bonnie Blue Butler 's father \?|30
What shampoo prevents eczema , seborrhea , and psoriasis \?|19
How many Americans have HIV \?|38
Where do I find information for foreclosure properties on the Internet \?|35
Who is the Antichrist \?|30
What was the first English play written exclusively for children \?|9
Which Latin American country is the largest \?|33
What was the former residence of Scottish kings in Edinburgh \?|35
How many teats does a female goat sport \?|38
How tall is kilamanjaro \?|40
Who was the lawyer who represented Randy Steven Craft \?|30
What country buys 25 percent of the world 's tea exports \?|33
What country is the origin of the band the Creeps \?|33
What did the crocodile swallow in Peter Pan \?|17
What is the origin of the word `` mushroom '' \?|3
Which of the following celebrities was not born in Philadelphia \?|30
What is the number of American soldiers deployed to South Korea \?|43
Where is the biggest bell \?|35
What is the brand name of the chemical daminozide \?|19
How do microwaves work \?|4
What magazine paid Ernest Hemingway 15 a word to write a bullfighting article \?|9
What is the estimated total U S whitetail deer population \?|38
Who wrote the Farmer 's Almanac \?|30
What animal received royal assent as an emblem of Canada on March 24 , 1975 \?|6
What number is at 12 o 'clock on a dartboard \?|43
Which team won the Super Bowl in 1968 \?|29
What is the recommended daily requirement for folic acid for pregnant women \?|3
What film dramatized the Scopes monkey trial \?|9
CNN is owned by whom \?|30
What country offered Albert Einstein its presidency in 1952 \?|33
What is the HIGHEST Roman numeral \?|2
What TV series saw many of its aquatic scenes shot at Silver Springs , Florida \?|9
Who was the 15th century fire and brimstone monk who gained control of Florence but ended burnt at the stake \?|30
How is digital audio used \?|4
What is AFS \?|1
Who was Quetzalcoatl \?|28
What operating system do IBM compatible machines use \?|19
What French leader sold Louisiana to the United States \?|30
What bay sparkles next to Miami , Florida \?|35
How many miles of veins are in the circulatory system \?|38
What famed river flows through Bagdad \?|35
How is bubble wrap made \?|4
What is Java \?|2
Who is the prime minister of Japan \?|30
What player squats an average of 3 times during a baseball doubleheader \?|30
What 's the most common name in nursery rhymes \?|30
How many `` No '' answers was the What 's My Line \? panel allowed \?|38
What is the fine for having a dog on a beach \?|41
Who wrote the book , `` Song of Solomon '' \?|30
Where can one find information on religion and health , the brain and nutrition \?|35
What TV show did John Sebastian sing the theme for \?|9
Who is the president of the Spanish government \?|30
Who holds the career record for the most major league home runs \?|30
Which of the following actors worked in New York 's Yiddish Theater \?|30
Who invented the stethoscope \?|30
What is a mathematical factor \?|2
How many four star generals were there and who are they \?|38
When did Nixon die \?|39
What was originally defined as one 1 millionth of the distance from the equator to the Pole \?|25
What comedian hit the TV screen in 1951 with the NBC afternoon show Time for Ernie \?|30
How many members are in the California congressional delegation \?|38
What erupts every hour at Yellowstone National Park \?|35
What country contains the highest point in South America \?|33
What are Arnold Palmer 's fans called \?|30
Who retired with 755 home runs to his credit \?|30
What constellation represents a hunter with club and shield \?|35
Who developed potlatch \?|30
How long did Shea and Gould practice law in Los Angeles \?|45
What group included Abbey Hoffman , Jerry Rubin , and Tom Hayden \?|29
What made Jane Goodall famous \?|5
At what age did Rossini stop writing opera \?|45
Name the two actress daughters of John Mills|30
How old was Gene Siskel \?|45
What can be done about snoring \?|3
What Rocky Mountain ridge separates North America 's eastward and westward flowing rivers \?|34
Who is the actress Bette Davis once said she wished she looked like \?|30
Who portrayed The Cowardly Lion in The Wizard of Oz \?|30
What does a chiropodist treat \?|11
What is porphyria \?|2
What gate opened on East and West Berlin \?|35
Who was the first king of England \?|30
What made the Finger Lakes in western New York state \?|5
In what movie is the number nine found in the title \?|9
How many calories are there in soy sauce \?|38
Who killed Kurt Cobain \?|30
Who created the monster in Mary Shelley 's novel Frankenstein \?|30
What 's the farthest planet from the sun \?|35
Why does the sun shine only a short time in Alaska \?|5
What chemical in red wine is good for the heart and what exactly does it do to your body \?|11
How does blood clot \?|4
How big is our galaxy in diameter \?|48
What product `` doubles your pleasure , doubles your fun '' \?|19
When is a woman most fertile \?|39
What son of a 15 year old Mexican girl and a half Irish father became the world 's most famous Greek \?|30
Who was the first man to return to space \?|30
What brand of jeans did Calvin Klein admit in a 1984 interview he felt more comfortable wearing \?|19
Who gave Abbie Hoffman his first dose of LSD \?|30
What effect does friction have on perpetual motion \?|3
What did the Seven Dwarfs do for a living \?|31
What 4 foot 9 actress in 1984 became the first performer to win an Oscar for playing a character of the opposite sex \?|30
Who shot Billy the Kid \?|30
What is he doing now \?|3
What Mormon leader was said to have had 27 wives \?|30
What video format was an alternative to VHS \?|17
Where did the term `` 69 '' come from \?|3
What is money made of \?|22
What 's the name of a hotel in Indianapolis \?|35
How many people in Tucson \?|38
Where is Melbourne \?|35
With whom did Bush compare Saddam Hussein \?|30
What country was Mikhail Gorbachev the leader of \?|33
What is the recommended weight of a 15 year old male that is 5 , 6 \?|49
What pillar of the Dutch Renaissance painted Aristotle Contemplating the Bust of Homer \?|30
What is the largest county in size in Massachusetts \?|35
What is the name of the brilliant British economist behind its creation \?|30
Who played Sally Rogers on The Dick Van Dyke Show \?|30
What is it like to experience a near death episode \?|3
What mythical figure carries an hourglass and a scythe \?|30
How much is a Canadian 1967 twenty dollar gold coin worth \?|41
Why didn 't European colonial rule spread until after the first and second industrial revolutions \?|5
What natural attractions draw the most visitors in the United States \?|35
What presidential administration challenged Americans to explore The New Frontier \?|29
How many years did Sleeping Beauty sleep \?|38
How long does it take for your body to restore blood after you donate your blood \?|45
How do I know someone is truly in love with me \?|4
Which of many numbered vats of Scotch was judged best by a panel of experts in 1863 \?|13
What is literary criticism \?|2
How do you throw a housewarming party \?|4
What international sport was originally called hurley \?|21
What river runs through Liverpool \?|35
What famous British actor lost his voice after an operation in 1966 \?|30
What does the term 3 mean to a newspaper editor \?|2
What company makes impulse hardening equipment \?|29
What country was Kim Philby really working for \?|33
What does Freddy Freeman say to become Captain Marvel Jr \?|3
What country was Hitler the chancellor of \?|33
What is Rona Barrett 's married name \?|30
How many years make up a lustrum \?|38
What are close encounters of the first and second kind \?|17
Who is the mathematician that won the Noble Prize for Literature in 1950 \?|30
Which glamorous actress is a close friend of Dick Tracy \?|30
What 1956 Grace Metalious novel was on the best seller list for two years \?|9
Name the three races unleashed by the Celestials in Marvel comics|29
How old is the Italian artist Maurizio Pellegrin \?|45
What President hit the jogging paths to enhance his athletic image and , sporting No 39 , almost collapsed during the road race \?|30
What is the distinction of Erle Stanley Gardner 's The Case of the Terrified Typist \?|3
What North American city would you visit to see Cleopatra 's Needle \?|32
When was the NFL established \?|39
Where can I find an Ask An Expert site \?|35
What writer journalist made his mark describing colorful Broadway and underworld characters \?|30
What U S state has the lowest highest elevation at 6 feet \?|36
What are the residents of the island of Lesbos called \?|29
What is the organizational structure of the New Delhi Indira Gandhi airport \?|17
At Christmas time , what is the traditional thing to do under the mistletoe \?|17
What baseball great plugged Mr Coffee \?|30
What international amateur sports spectacle was first telecast in 1956 \?|21
What is the origin of the word `` amen '' \?|3
Who 's baby was Sweet Pea on the Popeye cartoon \?|30
Where is Mile High Stadium \?|35
What were Baffin , Frobisher and Franklin looking for \?|17
What is limbo \?|2
What city contains the district of Hell 's Kitchen \?|32
What interesting method was used to run the credits in the early Popeye cartoons \?|24
What are the stars made of \?|22
What English physician was born on January 18 , 1779 and went on to create two important inventions \?|30
Who did Arthur H Bremer try to assassinate on May 15 , 1972 \?|30
How fast must a spacecraft travel to escape Earth 's gravity \?|46
What apostle is Taylor Caldwell 's Great Lion of God \?|30
How many rings are there on a five zone archery target \?|38
What anesthetic did Queen Victoria allow to be used for the birth of her seventh child , in 1853 \?|11
What element , from the Periodic Table , is a gas or a solid , but never a liquid \?|22
What is a tonne \?|2
Which one of the Great Lakes is entirely within U S territory \?|35
What is DEET \?|1
What company sells the most greeting cards \?|29
What U S state has sagebrush as its state flower \?|36
What is the Bernoulli Principle \?|2
What 's comic strip photographer Peter Parker 's secret identity \?|30
What is difference between a poster and a print \?|3
In which sport is there a `` scrum '' \?|21
What are the best ways to improve employee morale at low cost \?|24
What nationality is Pope John Paul II \?|33
What is false consciousness \?|2
How did the Great Depression affect Japan 's history \?|4
Which side should a bowler facing a 37803 split hit the 3 pin on the left or the right \?|17
Where are some great educational resources for parents and teachers \?|35
How many Israeli athletes were killed at the Munich Olympics \?|38
What is the Scotch `` for people who know the difference '' \?|25
When was Richard Nixon born \?|39
What New York City landmark has 168 steps to its crown \?|35
Where is the Bulls basketball team based \?|35
What is the recomended age to switch a child from a crib to a bed \?|45
Which Rockefeller was sometimes called `` JDR3 '' \?|30
When is the Sun closest to the Earth \?|39
What are some chemical properties of mendelevium \?|3
What is the average hours per months spent online by AOL users \?|38
Whom did Friz Freleng add to the Warner Bros cartoon ranks \?|30
What is the origin of the word `` sideburns '' \?|3
The trials resulting from World War II are known as what \?|12
What started in 1849 when gold was discovered at Sutter 's Mill \?|12
What is a First World country \?|2
Who was Shakespeare 's Moorish general \?|30
What 's the second highest mountain in the world \?|34
What country was Erich Honecker the leader of \?|33
How does salt melt ice and snow \?|4
What two Japanese cities are spelled with the letters K , O , O , T and Y \?|32
What does laser stand for \?|2
Who taught Matt Murdock to use his extraordinary abilities in Marvel comics \?|30
Where did Wile E Coyote always get his devices \?|35
How far away is the moon \?|40
What famous film and TV cowboy lent his name to a fast food chain \?|30
What is mandibulofacial dysostosis \?|2
What was the reason for the partition of the Anglican and Vatican churches \?|5
What is Butterfield 8 in Butterfield 8 \?|2
Who famously rode to warn the people of Massachusetts that the British were coming \?|30
What is DTMF \?|1
Name a movie that the actress , Sandra Bullock , had a role in|9
What blew up at Lakehurst , New Jersey , on May 6 , 1977 \?|17
Who commanded the French forces at the Battle of Orleans \?|30
Where can an individual get a contact lens tested that burned the entire surface of eye when new \?|35
What countries does the Mont Blanc Tunnel join \?|33
What ill fated craft was captained by Ernst Lehmann \?|26
When did Amtrak begin operations \?|39
How many bones are in the human hand \?|38
How many chemical elements are there \?|38
What eastern state sprouted the first commercial nuclear power plant in the U S \?|36
What are the three most populated countries in the world \?|33
Who led the opposition when Konrad Adenauer was Chancellor in Germany \?|30
What is the current population for these countries France , Spain , Italy , Greece , Austria , Germany , Switzerland , the Netherlands \?|38
What is the youngest age a boy or girl can have an orgasm \?|45
What color is the lipstick on Boy George 's wax lips at London 's Madame Tussaud 's \?|8
What is the origin of the candy cane at Christmas \?|3
What is the brand name of a chemical used to control ripening \?|19
What terror of the sea did Johnny Horton sing about \?|6
What is the largest office block in the world \?|35
Who turned all he touched to gold \?|30
What is the medical term for cancer of the blood \?|11
